DBLP.xml, Factory::create, 00:04:38.956_770
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_270
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_275
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_311
DBLP.xml, height, 00:00:00.000_397
DBLP.xml, height, 00:00:00.000_338
DBLP.xml, height, 00:00:00.000_315
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_325
DBLP.xml, height, 00:00:00.000_388
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_273
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_276
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_299
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_268
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_272
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_273
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_273
DBLP.xml, height, 00:00:00.000_275
DBLP.xml, height, 00:00:00.000_270
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_269
DBLP.xml, height, 00:00:00.000_270
DBLP.xml, height, 00:00:00.000_270
DBLP.xml, height, 00:00:00.000_276
DBLP.xml, height, 00:00:00.000_275
DBLP.xml, height, 00:00:00.000_273
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_286
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_248
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_249
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_249
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_320
DBLP.xml, height, 00:00:00.000_379
DBLP.xml, height, 00:00:00.000_383
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_246
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_249
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_267
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_291
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_266
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_262
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_264
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_265
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_466
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_387
DBLP.xml, height, 00:00:00.000_349
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_261
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_260
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_258
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_296
DBLP.xml, height, 00:00:00.000_257
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_259
DBLP.xml, height, 00:00:00.000_263
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_289
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_271
DBLP.xml, height, 00:00:00.000_255
DBLP.xml, height, 00:00:00.000_256
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, height, 00:00:00.000_254
DBLP.xml, height, 00:00:00.000_253
DBLP.xml, height, 00:00:00.000_249
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_252
DBLP.xml, height, 00:00:00.000_251
DBLP.xml, height, 00:00:00.000_250
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_125
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_124
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_129
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_121
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_123
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_120
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_122
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_132
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_136
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_144
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_141
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_137
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_140
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_138
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_142
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_139
DBLP.xml, isDummyAncestorWithinMiniTree, 00:00:00.000_140
